Trip Energy Consumption,Vehicle ID,Trip Distance,Time of Day,Day of the Week,Longitude,Latitude,Speed,Current,Total Voltage,Maximum Cell Temperature of Battery,Minimum Cell Temperature of Battery,Trip Time Length
2.912,5,18,6.428571429,4,121.4564139,31.39871843,111.8571429,7.304776669,304.4666667,16,16,50
5.824,5,34,7.12195122,5,121.4289949,31.38856729,56.41463415,2.517087929,306.7292683,19.56097561,19.24390244,62
2.016,5,11,16.2,5,121.4086411,31.42735414,2.285714286,1.142014902,304.43,19,18.92,144
1.792,5,9,7.44,1,121.477593,31.40995749,18.54666667,2.698681656,307.9373333,13.89333333,13,150
1.792,5,11,12,1,121.3988333,31.42078133,29.66666667,7.850015267,305.9166667,12.5,11.83333333,27
4.256,5,16,14,1,121.4497284,31.403757,65.22222222,4.444459378,307.2388889,13,12,53
2.016,5,8,16.76,1,121.4875232,31.38885024,17.88,1.292014904,303.912,12,11,65
2.464,5,12,6.638297872,2,121.4645417,31.39644857,20.04255319,0.902142566,301.9723404,6.553191489,6.361702128,65
1.568,5,9,7.9,2,121.3821437,31.4267982,10.73333333,0.4900149,300.3433333,7.933333333,7.833333333,48
4.48,5,29,14.2,2,121.4980149,31.31720163,28.08571429,0.628586326,309.1,12,11,112
2.912,5,17,15.80952381,2,121.4938635,31.38783694,12.28571429,0.565094284,305.5650794,12.96825397,11,91
1.12,5,6,17.03571429,2,121.4793194,31.40051736,44.60714286,3.478586418,303.8821429,12,10,50
3.808,5,16,6.470588235,3,121.4629915,31.40180747,54.23529412,0.394132549,302.0588235,7,6.588235294,39
3.36,5,18,11.92,3,121.4288957,31.3371384,16.4,2.432014944,307.78,11.92,10.84,63
3.808,5,22,13.7,3,121.4745264,31.3620508,61.8,4.37001495,304.55,12.8,11.8,49
1.568,5,7,14.52631579,3,121.4939034,31.38729032,31.89473684,2.073699179,303.8263158,13,11.36842105,56
0.896,5,6,15.70731707,3,121.4919689,31.39795202,8.585365854,0.909771002,303.4292683,13,11,85
1.12,5,6,17,3,121.4819416,31.39691768,11.43181818,0.836378541,303.2840909,12,10,56
3.136,5,16,6.95,4,121.4379892,31.40781285,47.95,2.155014917,298.625,6.45,5.05,55
4.704,5,26,9.517241379,5,121.4424719,31.41330072,27.31034483,2.910359764,307.3172414,9.448275862,8.620689655,84
1.568,5,10,10,5,121.4390587,31.41417733,21.66666667,2.050014933,306.4333333,10.5,10,17
1.568,5,10,11.54545455,5,121.3446844,31.40597745,105,1.672742209,304.0545455,12,11.27272727,38
2.688,5,12,7.717948718,0,121.4563032,31.41005,22.82051282,0.561553338,303.8846154,8.538461538,7.846153846,73
2.016,5,11,11,0,121.4034533,31.420604,86.55555556,0.777792644,302.4888889,9.555555556,8.888888889,32
2.464,5,13,15.27272727,0,121.4027195,31.43192964,99.18181818,1.890924049,310.1909091,15,14.09090909,35
2.016,5,8,6.631578947,1,121.4813284,31.39636411,64.31578947,5.542120153,304.0789474,10,8.631578947,38
2.016,5,11,9.833333333,1,121.414728,31.41956733,63.5,10.90001495,301.7333333,10.16666667,9.333333333,29
2.464,5,13,14.2,1,121.4209425,31.4196969,83.4,0.57001491,310.07,14.3,14,32
1.568,5,8,15,1,121.4935219,31.39959557,17.19047619,1.961919733,308.0285714,15,14.71428571,43
1.344,5,7,14.77777778,3,121.3296996,31.40561911,116.4444444,-2.355540567,309.8111111,17,16.88888889,25
4.48,5,26,15.66666667,3,121.4552571,31.39482322,43.63888889,2.388903878,307.1138889,18.66666667,18.5,98
2.688,5,17,6.772727273,4,121.4400719,31.40433973,25.95454545,2.44546942,304.0272727,16,15,55
1.792,5,12,16.63265306,4,121.4672063,31.40689359,6.428571429,0.7245047,309.3061224,18,17.87755102,120
3.808,5,21,7.321428571,5,121.4415955,31.41681075,34.26785714,0.407157755,307.4428571,15.92857143,15.33928571,73
2.24,5,13,8,5,121.4508636,31.41324389,27.84210526,0.805278068,306.1631579,16,16,37
2.24,5,13,15.92857143,2,121.4798286,31.39757979,5.535714286,0.392872042,307.3678571,16,15.82142857,79
7.168,5,35,7.051282051,3,121.4116367,31.40134428,65.30769231,4.151296933,302.7512821,10.66666667,10.02564103,98
2.016,5,10,8.142857143,3,121.3246746,31.41371714,56.14285714,2.714300649,300.0142857,13.14285714,12.14285714,25
2.912,5,16,7.573333333,4,121.424968,31.41995363,22.54666667,1.40534826,302.4333333,10.73333333,9.786666667,163
4.032,5,23,12.18181818,4,121.3510771,31.42970291,39.63636364,-0.363621455,301.3272727,14.45454545,13.81818182,55
2.016,5,13,15.87179487,0,121.4765292,31.40077287,17.41025641,2.033348238,308.6076923,19.82051282,18.79487179,121
2.912,5,14,6.911764706,1,121.4688351,31.39925244,40.17647059,0.841191401,305.0529412,16,15,63
1.12,5,7,8,1,121.4107888,31.41829675,50.5,3.150014925,304,16,16,14
1.568,5,8,14,1,121.3865375,31.39053082,108,2.527287727,309.2818182,19.72727273,19.54545455,27
4.032,5,21,15.55882353,1,121.4720898,31.38602309,32.94117647,1.802956095,306.6323529,22.23529412,21.58823529,99
4.48,5,26,7.1,2,121.4217233,31.3996362,25.36,1.330014897,303.932,19,18.96,110
2.016,5,8,10.88235294,2,121.3706372,31.42894353,0,0.341191371,304.8235294,22,21.88235294,42
2.24,5,13,15.72727273,2,121.456735,31.4127775,22.09090909,2.131833047,307.3136364,24,23,74
2.464,5,16,7.275,3,121.4096819,31.4113387,47.225,2.940014965,303.8075,17,16,90
2.24,5,14,6.821428571,5,121.4200943,31.41789421,64.46428571,2.282157809,307.2821429,15.78571429,15.25,39
2.688,5,16,12.59090909,5,121.3696358,31.41839686,18.5,0.563651264,307.7227273,19.59090909,18.77272727,73
1.12,5,7,11,0,121.337376,31.3894794,111.4,6.46001496,303.18,14.6,13.8,18
3.36,5,18,15.37288136,0,121.3995999,31.41702819,15.06779661,1.008489485,302.1610169,17.81355932,16.86440678,165
0.896,5,6,10.82352941,1,121.3709487,31.42330176,2.764705882,1.829426753,300.5705882,15,14.94117647,54
2.464,5,15,13.14285714,2,121.36896,31.42104057,35.28571429,1.2857292,310.3285714,15.14285714,15.14285714,49
3.136,5,20,14.33333333,2,121.4349285,31.35237633,51.25,0.991681583,307.7666667,17.33333333,16.33333333,70
3.36,5,16,7,3,121.4407398,31.41052792,56.22222222,3.594459429,303.4777778,15.77777778,15,84
1.792,5,10,16.7962963,4,121.4886859,31.40746041,12.90740741,0.82408898,308.6740741,20,18.96296296,154
2.24,5,15,7,5,121.4410458,31.41050193,29.93103448,2.113808028,307.0068966,18.34482759,18,36
1.344,5,7,9,5,121.3848572,31.42264465,33.52941176,-0.029396853,305.2823529,19,18,37
2.24,5,15,15.32352941,2,121.4722355,31.40712171,10.61764706,0.835309026,308.1676471,20.91176471,19.82352941,110
2.464,5,14,11.4,0,121.3678147,31.41274195,47.15,3.63001496,304.625,17.35,16.75,66
6.72,5,38,13,0,121.3342095,31.42137836,53.90909091,6.281833122,302.2727273,20.18181818,18.90909091,81
4.256,5,26,13.75,2,121.3288023,31.42854363,56,1.506264809,306.81875,20.5,19.75,77
2.464,5,16,15.85,2,121.4185819,31.41653125,98.8125,2.900014933,305.95,22,21,100
2.912,5,17,7.526315789,3,121.3925265,31.42310607,26.57894737,1.964927192,303.422807,19,19,121
2.016,5,13,9.888888889,4,121.3754204,31.38476244,68.88888889,3.222237244,308.4666667,19.88888889,18.88888889,36
1.344,5,8,10.33333333,4,121.3745663,31.41093878,32.22222222,0.466681556,308.3,20.77777778,20,29
7.392,5,40,14.94545455,4,121.4253787,31.4015266,26.18181818,1.489105803,308.9927273,26.27272727,24.61818182,202
2.24,5,14,6.886363636,5,121.4261328,31.41852205,35.90909091,0.765924005,304.5272727,20.22727273,19,66
3.36,5,17,17.50819672,6,121.4848465,31.3830132,30.18032787,2.359031296,307.7606557,18.8852459,17.90163934,153
2.688,5,16,20.82857143,6,121.4084818,31.42545551,5.414285714,0.861443507,305.8328571,19.94285714,18.97142857,151
2.912,5,18,13.36842105,2,121.4470829,31.33348142,37.68421053,1.084225447,308.2894737,15.78947368,15.68421053,75
1.568,5,8,15.5862069,2,121.4856439,31.39568631,30.75862069,1.451739107,305.3275862,17,17,105
2.016,5,11,7,3,121.4793524,31.39902079,38.71052632,2.939488628,304,15,15,79
2.016,5,9,8,3,121.4362653,31.41414625,100.875,1.262514888,303.475,15.625,15.125,26
1.792,5,12,15.94117647,3,121.4524499,31.40351965,26.76470588,2.164720853,308.8941176,22.47058824,21.76470588,53
2.912,5,17,6.666666667,4,121.4480059,31.40118967,43.7,0.903348247,307.53,17.36666667,16.33333333,66
4.48,5,24,11.9047619,4,121.4358429,31.40467129,51.52380952,1.123824486,308.547619,21.85714286,21.0952381,73
2.016,5,11,13,4,121.416004,31.41803033,3.833333333,0.566681567,306.45,23.66666667,22.66666667,32
2.016,5,13,13.75,4,121.4259828,31.40736708,62.16666667,-0.783318407,305.1083333,25,23.75,43
2.016,5,11,15.89041096,4,121.4018486,31.41526438,3.01369863,1.032891611,304.9876712,26.71232877,24.79452055,212
2.912,5,15,14,1,121.4404871,31.40989191,7.869565217,0.61305838,309.6652174,24.56521739,24.04347826,70
1.568,5,8,15.64285714,1,121.486878,31.39921896,15.89285714,0.553586343,307.9571429,26.71428571,25.92857143,83
2.016,5,9,6.733333333,2,121.4852081,31.3937754,89.46666667,2.473348327,304.4266667,21,20,30
2.464,5,14,7.25,2,121.440503,31.41599413,108.4375,7.406264938,303.925,21.1875,20.4375,47
2.688,5,12,12.71428571,2,121.36568,31.39976457,14.85714286,1.3857292,305,28.57142857,27,44
1.792,5,7,13.44444444,2,121.365992,31.40704022,56.77777778,3.511126211,304.2444444,29.55555556,28,30
2.912,5,12,16.07692308,4,121.4797398,31.40101277,0,1.138476446,308.2615385,26.69230769,25.76923077,101
5.6,5,31,7.369565217,5,121.3817117,31.41528039,51.93478261,0.880449693,305.2195652,20,19.32608696,93
1.12,5,6,8,5,121.3689112,31.421016,52.4,3.04001494,303.98,20,20,12
1.792,5,11,11.328125,6,121.3565448,31.39196452,137.71875,-4.551547514,308.55,18.9375,18,145
1.568,5,8,14.2,6,121.3932752,31.4188332,83.2,-0.7399851,307.8,20,19.8,21
4.256,5,25,17.48571429,0,121.4813049,31.39095143,10.37142857,0.790014909,308.2914286,19.71428571,18.97142857,226
3.36,5,19,6.714285714,1,121.4475185,31.40587854,47.67857143,0.696443492,305.9964286,16.57142857,16,65
3.136,5,17,8.818181818,1,121.3841738,31.41749964,55.18181818,8.181833643,304.1545455,17,16.09090909,46
2.464,5,15,17.375,3,121.4806008,31.39034045,21.125,2.41407744,308.9546875,26.578125,24.828125,202
2.912,5,16,6.787878788,4,121.4547893,31.38076709,31.51515152,1.030317942,307.8515152,22,21.57575758,67
3.136,5,15,8.05,4,121.3980993,31.3715188,34.95,3.805014985,305.095,22,22,63
1.792,5,9,8.365384615,5,121.4509807,31.41374863,15.88461538,0.426937963,308.5,18.80769231,18.57692308,48
2.016,5,13,9.540983607,5,121.3925135,31.42354728,16.7704918,2.278703432,307.5278689,19.85245902,19.83606557,90
1.344,5,6,10.78787879,5,121.3742538,31.42328203,23.54545455,1.778802785,306.6848485,21,20.78787879,65
1.792,5,10,15,0,121.4334649,31.34418724,15.94117647,0.2647208,307.9352941,24.05882353,23,25
3.808,5,20,17.39285714,0,121.4835813,31.38926134,7.276785714,1.207157779,304.9651786,25.94642857,24.67857143,229
6.72,5,33,7.113636364,1,121.4402901,31.40817015,70.76136364,2.882969339,302.775,20.48863636,19.90909091,119
1.792,5,10,11,2,121.3871456,31.4272746,32.93333333,3.9666816,307.2333333,23.86666667,23.4,34
3.584,5,24,17.31034483,2,121.4826239,31.39304991,21.12068966,1.067256272,308.9344828,26.67241379,25.96551724,197
2.24,5,11,6.829268293,3,121.4872114,31.39360561,78.53658537,5.960990666,307.3414634,24.24390244,24,37
2.016,5,12,7.522727273,3,121.4415033,31.41783477,25.81818182,1.472742201,305.6863636,25,24,74
2.912,5,18,9.28,3,121.4358703,31.35197804,17.48,0.692014908,304.776,25,24.56,82
2.464,5,15,10.84615385,3,121.3823686,31.41620569,47.84615385,-0.084600469,302.3615385,25.84615385,25,56
0.896,5,6,16,3,121.3742861,31.42948548,93.78571429,1.026205379,302.9928571,29,28,134
1.344,5,11,11,4,121.3414856,31.4768744,80.4,7.18001494,308.81,25,24,28
2.016,5,11,11,4,121.3563282,31.44694475,137,24.07501525,305.175,25,24,19
4.48,5,25,13.57692308,4,121.4255883,31.35326338,109.2692308,1.250014923,306.4076923,25,24,80
2.464,5,15,16.8115942,4,121.4838978,31.38939446,17.4057971,0.40146418,304.9782609,24,23.02898551,169
2.912,5,17,13.38235294,5,121.3879,31.42658169,21.16176471,0.894132554,305.6367647,23,22,171
2.016,5,11,9,1,121.4308928,31.3992524,13.4,1.04001492,305.1,22,21.8,38
4.256,5,25,16.41176471,3,121.4743659,31.39152329,46.61764706,2.185309036,309.7117647,25.82352941,25,106
3.136,5,17,6.482142857,4,121.4625062,31.39644975,80.03636364,4.791086392,305.8714286,23,22,64
5.152,5,26,8.166666667,4,121.3536974,31.4438915,86.25,5.258348433,303.9083333,22.66666667,22,50
2.912,5,15,10.35294118,4,121.3760582,31.42752235,4.509803922,1.066681551,300.445098,23.96078431,22.98039216,152
3.136,5,15,10.37142857,6,121.4685366,31.40067194,44.34285714,3.911443526,308.4085714,20.68571429,20.48571429,52
1.792,5,12,12.10526316,6,121.4111042,31.42698184,15.44736842,1.188172815,307.6486842,21,21,155
5.6,5,33,12.43243243,0,121.5052683,31.29645222,22.56756757,2.418933851,307.7783784,23.59459459,22.62162162,176
4.928,5,30,17.34328358,0,121.4265,31.40341009,14.44776119,2.173149209,305.038806,25,24,181
3.808,5,17,13.05,1,121.4690419,31.4020514,29,7.03501504,307.945,28.85,27.85,56
5.824,5,29,7.016949153,2,121.4508882,31.40252422,69.81355932,4.933913281,303.9271186,22.77966102,22,94
2.24,5,13,15.5952381,2,121.485585,31.39852143,6.666666667,1.278586336,308.6428571,22.88095238,21,103
3.136,5,18,6.777777778,3,121.4249707,31.41181233,47.72222222,0.911126036,306.3611111,20,19.66666667,56
6.496,5,29,6.742857143,4,121.4463601,31.30725613,80.02857143,5.56144352,307.5928571,21.54285714,21.27142857,84
6.944,5,26,11.06896552,4,121.4076749,31.42039879,7.172413793,1.38104939,304.3413793,22.96551724,22,165
2.016,5,12,17.71428571,4,121.410849,31.41698083,12.07142857,0.761919667,302.252381,20.64285714,19.97619048,79
3.136,6,13,10.25,0,121.4702531,31.38615677,0.2,0.618348233,306.2783333,5.75,4.75,98
1.792,6,7,10.14285714,3,121.4792381,31.29088168,36.17857143,3.753586379,302.9642857,12.46428571,11.89285714,62
4.704,6,25,11.68,0,121.4482672,31.28257464,9.16,1.288014931,307.98,14.28,13.6,67
2.24,6,8,11.08695652,2,121.4746399,31.29084378,5.52173913,6.459797603,303.1673913,6.956521739,6.923913043,163
2.016,6,9,10.19047619,3,121.4064949,31.33002238,107,5.814300767,305.847619,6.476190476,5.80952381,50
1.792,6,7,11,3,121.4332303,31.31183271,90.5,5.757157929,304.6857143,7.857142857,7.714285714,29
1.344,6,6,12.3943662,3,121.4714648,31.29478532,3.084507042,0.878888178,303.8577465,8.943661972,8,141
2.24,6,9,10,4,121.4615925,31.3330834,24.8,4.800015,306.26,6.5,5.7,27
1.344,6,7,10.84615385,4,121.4725587,31.29595413,3.974358974,3.579502169,306.0487179,7.923076923,6.948717949,67
1.344,6,8,10.52941176,0,121.4112788,31.31948459,134.5882353,9.10589729,303.9735294,8.647058824,8.617647059,88
3.36,6,17,12.25,0,121.4076228,31.32730144,56.1875,11.52501497,301.728125,10.65625,10.46875,96
2.912,6,15,13.8372093,0,121.468296,31.29747423,22.55813953,0.981410256,302.9767442,12.90697674,11.97674419,76
5.152,6,33,12.61538462,3,121.4497483,31.11581615,1.538461538,2.046168762,307.3230769,16.76923077,16.53846154,64
5.824,6,33,14.11764706,3,121.4698551,31.27189059,15.17647059,0.876485494,304.8588235,19.76470588,18.76470588,102
2.24,6,11,9.75,3,121.4811905,31.28325756,39.4375,5.337514963,307.1625,10.4375,9.75,71
1.568,6,9,9.826086957,4,121.4036668,31.41564383,5.565217391,0.586971422,304.2347826,13.95652174,13.82608696,72
3.584,6,19,12.21818182,4,121.4706522,31.29832649,49.94545455,1.250923995,303.68,16.87272727,15.98181818,172
3.136,6,17,14.3255814,3,121.4687812,31.29007181,31.46511628,1.760480114,306.0976744,17.90697674,16.93023256,148
1.344,6,8,13.18333333,2,121.4718371,31.29353447,2.233333333,1.443348256,305.4616667,20.98333333,19.98333333,143
1.792,6,8,12,1,121.4292559,31.13308138,69.875,4.437514913,304.45,21.875,21,20
1.12,6,6,13.81355932,1,121.4719439,31.29346451,5.779661017,1.593235279,304.4050847,23,21.98305085,137
1.568,6,7,10.90909091,4,121.4629949,31.28487764,22.27272727,3.109105873,306.6090909,20.54545455,19.63636364,29
6.048,6,36,9.8,2,121.4571344,31.1599664,24.9,1.100014957,308.8,16.4,15.9,75
5.824,6,33,11.82142857,2,121.470809,31.25349657,15.85714286,0.417872043,304.975,18.57142857,17.78571429,110
0.896,6,6,10,2,121.3738406,31.31821929,35.78571429,1.607157806,308.4571429,21,20.85714286,45
1.792,6,10,11.5,2,121.44178,31.300454,0,1.575014875,307.55,23.5,22.75,32
1.344,6,6,11.84210526,3,121.4770994,31.28931316,11.36842105,1.3315938,304.9473684,23.84210526,23,75
4.256,6,30,9.285714286,4,121.4313806,31.23532286,34,1.2714435,308.5285714,23.85714286,23.57142857,50
1.12,6,6,9.5,4,121.471951,31.29842175,14.125,0.4250149,310.275,21,20.875,49
1.12,6,6,11.33333333,0,121.4757991,31.29184926,5.298850575,0.808060879,305.5310345,18.97701149,18.91954023,137
1.344,6,6,9.542857143,1,121.4923931,31.27128577,16.22857143,1.580014937,309.9,19,18,68
1.344,6,6,10,1,121.4827621,31.28734387,104.375,7.500014963,308.0875,20,19.75,16
1.568,6,8,9.4,3,121.4836831,31.2605836,38.46666667,4.046681545,309.8,21.93333333,21.26666667,52
1.792,6,8,10,2,121.4769685,31.27232267,40.75,4.05001495,304.55,22.66666667,22.58333333,38
1.568,6,6,9.7,3,121.4676336,31.3233966,32.3,3.1000149,310.7,24.8,24,40
1.568,6,8,9.333333333,4,121.4967413,31.27264708,54.83333333,2.766681583,307.55,22,21,45
1.568,6,6,10.66666667,4,121.4846578,31.28819711,0,0.577792678,305.9555556,22,22,25
1.792,6,9,9.181818182,0,121.4973193,31.260926,49,3.327287564,308.3454545,20.81818182,20.18181818,38
1.344,7,8,15.2,4,121.4051832,31.31290045,129.8,4.655014885,308.025,31.55,30.6,28
0.896,7,6,9,5,121.3827474,31.21466492,744.8333333,47.50001692,305.475,29,29,11
2.24,7,11,9,5,121.4558056,31.182474,193.3214286,4.100014996,307.1535714,30.64285714,30.46428571,32
1.568,7,8,11.85714286,1,121.4624427,31.19546857,504.6428571,46.94287469,304.3928571,27.5,27,23
1.344,7,10,12.625,1,121.3874723,31.22867025,699.125,29.00001413,303.325,29,28.5,14
1.344,7,6,15,2,121.3789453,31.22136367,613.8333333,19.78334848,303.6333333,32,31,9
2.688,7,17,12,2,121.3975946,31.20095736,651.1212121,16.29092374,303.7212121,30.36363636,27.96969697,23
1.344,7,9,17.40236686,0,121.4095259,31.28980486,57.30769231,0.558003059,304.9177515,25,25,136
1.344,7,10,11.74522293,0,121.4044136,31.29053744,100.5541401,4.06498297,304.4732484,26,25.98089172,87
1.12,7,6,13,3,121.4361898,31.28328954,243.7857143,1.228586254,306.3392857,23,22.46428571,16
2.464,7,15,8.397849462,0,121.4661941,31.35987725,386.4193548,7.215068727,306.3817204,22.92473118,22.87096774,62
0.896,7,6,9,0,121.4876766,31.33511747,635.1333333,18.9000152,303.66,24,24,9
1.344,7,10,9.55,0,121.4071154,31.27130045,795.9,40.4550177,300.815,25,24,12
1.12,7,6,10,0,121.3845295,31.22981985,246.3846154,-1.276908831,304.6538462,26,25,15
0.896,7,8,12.71698113,0,121.4834812,31.31707996,302.9245283,4.856618656,302.9622642,26,26,48
0.896,7,6,14,0,121.4401277,31.29072073,98.80769231,1.992322708,301.15,27,26,16
1.568,7,9,9,2,121.3496659,31.22199752,444.0952381,13.14763388,307.4142857,27.61904762,27,17
1.344,7,7,14,4,121.4006246,31.32466152,295.6,24.18001602,306.712,25.48,25,18
0.672,7,6,7,5,121.3825343,31.24035233,461.3333333,-3.561096944,304.2666667,22,21,12
0.896,7,6,13,0,121.4236841,31.14176125,309.65,2.93501482,306.09,19.6,18.95,16
1.12,7,8,11.59821429,1,121.4011134,31.28754788,337.6785714,19.07501594,303.0535714,25.92857143,25,87
1.344,7,9,12.29496403,3,121.4489476,31.2949826,758.381295,34.41943853,300.5323741,23,23,99
0.672,7,7,16,3,121.4491277,31.29141533,706.3333333,13.70001552,298.26,26.86666667,25.66666667,9
1.344,7,6,11,4,121.4108415,31.30284914,311.2380952,7.742872243,306.7952381,24,23.28571429,14
3.136,7,19,7.771300448,5,121.4192817,31.2888305,96.71300448,4.053378123,308.9367713,26,25,124
1.568,7,9,9.878923767,5,121.4448126,31.25344888,31.37668161,3.026023926,308.4269058,25.93273543,25,128
1.344,7,8,11.67605634,5,121.4310953,31.27001658,25.62676056,4.025367019,307.6788732,26,25.48591549,97
2.24,7,14,9.211764706,6,121.4355954,31.25882404,244.4235294,8.208250291,304.7952941,22,21,46
1.344,7,7,12.05737705,6,121.4181824,31.28426332,37.68032787,1.83690021,304.5122951,23,22,75
1.12,7,6,19.41847826,6,121.4128985,31.2864821,356.2771739,-5.235854569,303.6309783,23,23,141
2.912,7,18,13.2,0,121.2952305,31.33094422,342.8,9.630924158,308.5472727,25.81818182,25.50909091,37
1.792,7,9,14,0,121.2892045,31.31330479,239.0851064,2.380866072,307.8851064,26.5106383,26,31
1.568,7,12,15.08823529,0,121.3960228,31.29774479,257.6058824,16.48824951,306.1923529,27,26.87058824,113
1.568,7,11,13,1,121.3423151,31.29211464,294.025641,5.187194272,303.3435897,20,20,20
1.12,7,6,11,3,121.3489707,31.40077745,150.9545455,6.95456048,306.9136364,20,18,34
1.344,7,8,11.5,3,121.40052,31.31591446,326.8461538,10.85770789,303.7769231,20,18.73076923,20
1.12,7,6,14.86666667,3,121.4631941,31.29341187,396.8,19.14668105,301.4466667,19,17,10
1.792,7,11,15,3,121.485648,31.38657827,386.7333333,5.780014837,301.7333333,19,17.96666667,20
1.344,7,6,10.72815534,4,121.4526502,31.39347264,304.2718447,-3.385421704,305.3805825,24,23,86
2.24,7,15,11.91780822,4,121.4151728,31.30792984,146.6849315,-0.836971516,304.5575342,24,23,54
2.016,7,12,16.54117647,4,121.3351154,31.29295718,173.5058824,5.217662051,303.4364706,21,20,63
1.12,7,7,17.5,4,121.369998,31.29116017,161.2083333,6.387515071,302.1875,21,20,22
1.12,7,6,10.47857143,5,121.4169813,31.29135546,45.59285714,2.17430062,308.7364286,22,21,90
2.016,7,8,13,5,121.4445891,31.25412719,34.02392344,1.508627359,308.5980861,21.61722488,21,153
1.568,7,8,9,6,121.4343452,31.26652492,114.9240506,3.322799737,303.8455696,16,15,45
1.792,7,8,12.5,6,121.4098566,31.28757752,26.09793814,3.275272678,303.6757732,16,15,144
1.344,7,6,15,6,121.3863235,31.26215211,127.2272727,5.663651311,301.5227273,15.86363636,15,36
1.568,7,10,14.02083333,0,121.380186,31.34017065,148.2291667,10.8687648,307.1458333,20,19,38
2.016,7,10,15.79651163,0,121.4031518,31.29664459,46.11046512,3.766294084,307.2424419,20.90697674,19.94767442,130
3.36,7,17,14.06666667,1,121.4525671,31.22604813,189.7333333,4.906681713,304.18,17.06666667,16.33333333,54
3.136,7,19,16.78676471,1,121.4047774,31.26429684,233.6617647,21.67354448,301.4654412,19.66911765,18,168
4.256,7,26,10.09677419,3,121.6113657,31.27642359,78.66129032,3.324208454,306.6311828,20.7311828,19.84408602,162
3.808,7,25,12.82741117,3,121.4388098,31.29175152,121.4213198,5.098999677,304.5497462,21.8680203,21.74111675,159
1.568,7,10,14.19402985,4,121.4490254,31.24784504,40.3880597,2.326880615,303.9955224,22,21.79104478,121
1.344,7,7,15.90625,4,121.4269548,31.27588828,88.90625,2.109389935,303.709375,23,22,37
1.568,7,9,8.393442623,4,121.409387,31.29543985,67.18032787,2.955752667,308.0655738,16,16,79
3.136,7,16,9.823529412,5,121.4197625,31.28068799,71.20588235,5.818642377,308.2303922,15.60784314,15.33333333,102
1.792,7,8,11.52941176,5,121.4472322,31.25220841,58.08823529,2.923544365,308.0705882,16.94117647,16.79411765,99
1.344,7,7,11.85714286,6,121.4208263,31.28148943,134.7142857,16.97144421,307.1,20,20,53
4.032,7,23,13.75,0,121.447094,31.37618881,75.66666667,3.018764925,304.4597222,19.97222222,19.90277778,173
4.256,7,21,17.99319728,0,121.4158045,31.30304576,160.2585034,4.219742851,303.147619,20.70068027,20,194
1.568,7,9,13.56097561,1,121.3903114,31.30627385,105.2682927,4.685380627,308.2609756,21,20,45
1.792,7,11,14.325,1,121.3199079,31.29480513,142.125,3.967514975,307.93,21,20,48
1.792,7,11,15,1,121.3719421,31.29231346,153.1142857,3.468586354,307.0057143,21,20,38
1.568,7,7,16.21276596,1,121.3852089,31.30378055,80.74468085,8.702142864,304.793617,21,20,55
1.12,7,6,17,1,121.4031613,31.29686717,71.72222222,3.933348433,304.6555556,21,19,47
3.136,7,17,17.56043956,2,121.3764984,31.19159457,75.47252747,3.118696215,308.8164835,19.98901099,19.86813187,128
2.912,7,16,9.819548872,5,121.4198957,31.28012495,94.93984962,3.134601419,305.1541353,16.18796992,15.62406015,109
1.344,7,8,11.13461538,5,121.439061,31.2624004,97.92307692,4.882707173,304.0307692,17,16.36538462,47
1.568,7,7,15.02247191,5,121.410331,31.28711928,29.84269663,1.725857585,304.0280899,17.85393258,17,154
1.792,7,10,9.771428571,6,121.4398259,31.25845991,66.51428571,4.491443486,310.2542857,20,20,121
2.464,7,14,12,0,121.4726342,31.25274758,55.93939394,1.993954285,305.3868687,18.8989899,18,124
4.704,7,27,13.73684211,0,121.4154964,31.32239682,303.9122807,9.756155382,302.7175439,19,18.52631579,57
1.12,7,7,15,0,121.4076611,31.30690227,187.3636364,8.868196659,301.35,20,19.45454545,19
4.48,7,31,13.875,1,121.396659,31.19903777,287.8125,8.164598446,307.5854167,19.47916667,18.54166667,69
2.912,7,17,15.64444444,1,121.3897507,31.22780936,238.4444444,9.0466817,305.3222222,19.44444444,18.44444444,51
2.016,7,10,13.95,4,121.325658,31.2930741,201.5,9.00501507,297.745,4.35,3.65,27
1.568,7,10,14.86885246,4,121.3974525,31.29195859,54.75409836,2.991818195,299.2688525,6.803278689,5.901639344,76
2.912,7,16,9.823529412,5,121.4196973,31.2804014,91.10588235,5.90825026,307.3717647,11.31764706,10.50588235,99
1.792,7,9,11.54545455,5,121.4457141,31.25366822,62.94805195,3.805209699,307.7961039,12.66233766,12.07792208,101
1.792,7,9,13.25862069,5,121.4471742,31.25102986,12.31034483,0.841394252,308.6965517,13.31034483,13.05172414,102
1.792,7,10,9.237288136,6,121.4329121,31.26362602,126.4576271,3.905099786,303.8084746,11,10.49152542,55
1.344,7,7,11.60227273,6,121.4346028,31.2659791,54.875,3.280696736,304.0125,12,11.39772727,100
1.792,7,9,18.53921569,6,121.4072783,31.27452888,38.84313725,1.438250226,303.2411765,13,12,131
1.568,7,9,14.09836066,1,121.4073104,31.28876267,29.01639344,1.94919526,306.9909836,14.8442623,13.97540984,159
2.912,7,16,9.156626506,2,121.3680713,31.37497995,150.5783133,5.204834233,304.5204819,15,15,106
2.688,7,16,11.33870968,2,121.4034735,31.30361546,82.10483871,4.947595554,303.4556452,15,14.99193548,159
